Date,Open,High,Low,Close,Volume,SMA_50,SMA_200,signal_A,signal_B,DI_plus,DI_minus,ADX,signal_C
2010-10-18,89.59954481366711,90.30727035751106,89.27231674918161,90.01048278808594,141204800,84.91610778808594,84.72008186340332,1,1,25.182959230501144,15.074293858505527,23.305068533629832,0
2010-10-19,89.18101253467105,89.68326625290786,88.2906439060028,88.8309555053711,280604700,84.9821876525879,84.7390968322754,1,1,22.49927419673011,19.55066764931116,22.14128890170739,0
2010-10-20,88.99076828677656,90.13226092952769,88.9374988623521,89.69849395751953,200051800,85.07485321044922,84.76132419586182,1,1,23.458382263337754,17.98860506792571,21.50241427287334,0
2010-10-21,90.10181132275464,90.62689393731839,89.19622539313143,89.8963394165039,221585500,85.2181039428711,84.78424053192138,1,1,24.418983224247157,16.43398524620012,21.362648848725673,0
2010-10-22,90.03330309915886,90.20072290301728,89.79739654241122,90.0637435913086,108212400,85.37484558105469,84.80619331359863,1,1,23.79466141619964,16.013816425569377,21.232866669159982,0
2010-10-25,90.66494065935144,91.13675963295788,90.26161425242975,90.3301010131836,151145700,85.54175857543946,84.82805248260497,1,1,28.12451961077049,14.920845397747737,21.907223205191652,0
2010-10-26,89.8735330529717,90.4366678821664,89.69850740616313,90.34535217285156,158982900,85.70973327636719,84.84938762664795,1,1,26.77087212734544,17.87434082796626,21.765791444065975,0
2010-10-27,89.71367728079781,90.18549615099921,89.23425264280013,90.08656311035156,190024000,85.85239730834961,84.8734428024292,1,1,24.833366697668176,19.604723850162014,21.051529806924346,0
2010-10-28,90.6040449636445,90.6420970285083,89.66802454966628,90.10179138183594,168576000,85.9923388671875,84.89397262573242,1,1,26.243146126888583,18.350834484025913,20.812003008359703,0
2010-10-29,90.0105026941602,90.34534240794422,89.8506944141993,90.1703109741211,144305500,86.16256561279297,84.91368240356445,1,1,25.356249173303375,17.730661158734197,20.58958526683539,0
2010-11-01,90.61169799131677,91.12917495818091,89.68328292083118,90.20075988769531,174074800,86.33869995117188,84.93838359832763,1,1,28.1307989317542,16.025756485545305,21.077037694289846,0
2010-11-02,90.8780245864942,91.12915433842862,90.63450641047845,90.91607666015625,158345900,86.53534729003906,84.96133441925049,1,1,26.376991964147305,15.026635079370294,21.529672091211843,0
2010-11-03,91.07588308391482,91.33461860062376,90.13985666644109,91.2813491821289,226702800,86.76337112426758,84.99050067901611,1,1,24.27917685980173,17.124283557591255,21.226188838098135,0
2010-11-04,92.29344528397681,93.08488054583876,91.29654398769435,93.03922271728516,215039400,87.02034576416015,85.03667167663575,1,1,32.61020693364167,15.16374487656775,22.31851643408313,0
2010-11-05,93.10011570003655,93.541494146937,92.9783595319543,93.38929748535156,180654100,87.2950700378418,85.09393383026124,1,1,34.40717375683412,14.601614454764558,23.610926745217064,0
2010-11-08,93.10011351953483,93.36646637996681,92.79572020349316,93.21426391601562,156107100,87.54161758422852,85.1482201385498,1,1,33.01777116645585,15.254483147915746,24.55287000086807,0
2010-11-09,93.46540468402637,93.56433194284996,92.17171552001507,92.54460144042969,186621600,87.7982371520996,85.20088371276856,1,1,29.96092715652294,17.99060775286112,24.58219147757394,0
2010-11-10,92.52177325377916,92.9631517460594,91.82165924901602,92.91748809814453,221387400,88.062314453125,85.25346103668213,1,1,27.697375667789753,18.948276008190682,24.16607188324713,0
2010-11-11,92.11846711620429,92.70443083909302,91.83689681480291,92.56745147705078,158017600,88.27170379638672,85.30901496887208,1,1,25.716657301188736,17.593230723214635,23.779675117086523,0
2010-11-12,91.94342241833127,92.34674886899488,91.05305959638349,91.47160339355469,239068800,88.44388610839843,85.36351600646972,1,1,23.2114281030241,20.92156374544477,22.451737933880917,0
2010-11-15,91.76076600711772,92.1184345373971,91.304170230435,91.34221649169922,163940800,88.59198303222657,85.4111056137085,1,1,21.972018890799923,19.804425294284098,21.21865340661857,0
2010-11-16,90.77910417766816,90.93130087194557,89.48540905258321,89.91918182373047,299566200,88.73054321289062,85.44662830352783,1,1,19.424855481506153,28.863768391745257,21.099240066063494,0
2010-11-17,89.95725505940861,90.33775271508968,89.69090786161854,89.9648666381836,172308900,88.85835998535157,85.4844425201416,1,1,18.61524960728121,27.660759367329426,20.988356249833778,0
2010-11-18,90.83232950380341,91.61615313007017,90.8247179310053,91.28892517089844,197723700,89.00493682861328,85.54159427642823,1,1,24.660455798566208,24.81712175397845,19.511805111341985,0
2010-11-19,91.24326684899735,91.57810057321457,90.74861912653486,91.54005432128906,156852900,89.14805877685546,85.59917617797852,1,1,23.361257906874567,23.993001954252797,18.213396225714003,0
2010-11-22,91.08349936233263,91.50204315613558,90.38337950405581,91.46399688720703,181361000,89.27088760375976,85.6592664718628,1,1,21.648517089340697,24.549003359784002,17.360899764894675,0
2010-11-23,90.38334964620569,90.57359834579484,89.78977463243626,90.13983154296875,222309000,89.36829299926758,85.70774658203125,1,1,19.428202288028263,25.667601388877685,17.109112293387973,0
2010-11-24,90.71060833768175,91.49443812221335,90.69539099117416,91.47160339355469,140046100,89.4858235168457,85.76367313385009,1,1,23.411001100902272,23.56196818688767,15.90998937279205,0
2010-11-26,90.68014757065896,91.17478957000269,90.40618896484375,90.40618896484375,76007800,89.58250030517578,85.81007137298585,1,1,21.889987740112975,23.794729073443413,15.071370022163533,0
2010-11-29,90.17789348428215,90.92367102298086,89.59953574851153,90.6801528930664,223642300,89.68401718139648,85.85817695617676,1,1,20.138754040775574,26.764749189897255,15.0039054641399,0
2010-11-30,89.7822076396155,90.68778789272729,89.65283405551492,90.1703109741211,233930700,89.7491586303711,85.8973560333252,1,1,18.86817471655193,25.076127497122197,14.941259803117953,0
2010-12-01,91.47158759966497,92.26302301783187,91.46398183069019,92.08799743652344,221037200,89.8561540222168,85.94417278289795,1,1,25.681299429897127,22.04715751720184,14.417898649584306,0
2010-12-02,92.23260146254412,93.33604781316691,92.17933203913003,93.2675552368164,191213600,89.99526397705078,85.99444896697997,1,1,30.022127623247062,20.459906989312294,14.741036526366388,0
2010-12-03,92.9479304976065,93.62521559524313,92.92510157614726,93.5186767578125,151288900,90.15339920043945,86.04511806488037,1,1,30.492309479309984,19.60714360091041,15.240042144926484,0
2010-12-06,93.32079809201106,93.63280877313035,93.22187084981547,93.41973114013672,103050500,90.27424453735351,86.0952173614502,1,1,29.757008661168033,19.103831353773757,15.708831918345297,0
2010-12-07,94.31771202588106,94.3709814379214,93.4197377901081,93.47300720214844,206581000,90.40452743530274,86.15064727783204,1,1,32.63446456011437,17.954861844824453,16.659429171639438,0
2010-12-08,93.5871728054664,93.89156617747474,93.15340586382995,93.81546783447266,138019200,90.53557159423828,86.20400062561035,1,1,31.07272730140483,18.82227252930462,17.223217788946602,0
2010-12-09,94.34054860554374,94.3785948709876,93.71653295414133,94.18074035644531,123705100,90.67696472167968,86.2597431564331,1,1,32.94998125392922,17.990678027100653,18.09056908175271,0
2010-12-10,94.46988882901788,94.81994572111743,94.15788399720427,94.72863006591797,117571700,90.83449020385743,86.31796253204345,1,1,34.48119499875914,17.173560630769497,19.191697832736367,0
2010-12-13,95.1624195940331,95.27656419031817,94.75908739874684,94.7895278930664,133812700,90.98592788696288,86.37217235565186,1,1,36.38188705581354,16.505404956744428,20.505342168775208,0
2010-12-14,94.9341109640894,95.29939105988313,94.5840540171659,94.87322998046875,147249600,91.15212905883789,86.4256377029419,1,1,34.49502221514667,16.91840123759989,21.482591480821497,0
2010-12-15,94.69820967559887,95.07109556063163,94.27966014734645,94.43946838378906,160823100,91.27480148315429,86.47655910491943,1,1,32.48749586007291,18.17212729695675,21.966545319721185,0
2010-12-16,94.5003447212221,95.05587353993961,94.17311668957868,94.98738098144531,185035200,91.408583984375,86.52894462585449,1,1,30.364810145205485,17.77338399224764,22.265851449530228,0
2010-12-17,94.92080347044667,95.21150015064264,94.72190267006926,95.08910369873047,141075300,91.54653198242187,86.57579910278321,1,1,30.418214279880647,17.105815242548157,22.676285805202394,0
2010-12-20,95.34923461646827,95.54813548945945,94.84433958375462,95.31863403320312,119085500,91.6791781616211,86.62372623443603,1,1,31.375078931846,16.165840040046092,23.341686163325225,0
2010-12-21,95.61698887477189,95.98419006226048,95.5251929552484,95.92298889160156,94965500,91.82223693847656,86.67396247863769,1,1,33.18449736207339,15.309107875138778,24.307375249120653,0
2010-12-22,95.99182550931464,96.25192168613547,95.93827595311836,96.22132110595703,78878100,91.96578262329102,86.72377708435059,1,1,34.507029952703164,14.889132876857385,25.407950386687403,1
2010-12-23,96.11424927050341,96.2213484132904,95.84650141353596,96.08364868164062,70053700,92.09272552490235,86.77110271453857,1,1,33.38311872825842,15.20161643236162,26.266114827415198,1
2010-12-27,95.72408544485324,96.21368312409948,95.65523850705208,96.12188720703125,58126000,92.22743377685546,86.81858211517334,1,1,31.725285935365456,16.147535728906483,26.71423964058616,1
2010-12-28,96.3131168135842,96.35136315906362,96.00711686743115,96.25956726074219,55309100,92.36124282836914,86.86663734436036,1,1,31.989205801239677,15.632179881914706,27.259513092180065,1
2010-12-29,96.37434160205609,96.5426360690674,96.31314043052564,96.32843780517578,58033100,92.48760192871094,86.91158561706543,1,1,32.967195730072504,15.202520806600408,27.94664379095246,1
