entry_date,exit_date,days_held,S_entry,S_exit,K1,K2,premium,max_profit,max_loss,pnl,pnl_pct,short_delta,sigma,exit_reason,signal
2020-08-03,2020-08-06,3,304.3963928222656,309.53,289.18,273.96,0.8407,0.8407,14.3793,0.6718,4.67,-0.1211,0.1687,profit_target,signal_A
2020-08-06,2020-08-10,4,309.5254211425781,310.67,294.05,278.57,0.5376,0.5376,14.9424,0.4054,2.71,-0.0904,0.1467,profit_target,signal_A
2020-08-10,2020-08-17,7,310.6734619140625,312.84,295.14,279.61,0.2403,0.2403,15.2897,0.1851,1.21,-0.0528,0.1207,profit_target,signal_A
2020-08-17,2020-08-20,3,312.83984375,313.18,297.2,281.56,0.1983,0.1983,15.4417,0.1037,0.67,-0.046,0.1158,profit_target,signal_A
2020-08-20,2020-08-24,4,313.1823425292969,317.48,297.52,281.86,0.1353,0.1353,15.5247,0.1189,0.77,-0.0351,0.1077,profit_target,signal_A
2020-08-24,2020-08-25,1,317.47821044921875,318.59,301.6,285.73,0.1028,0.1028,15.7672,0.0522,0.33,-0.0285,0.1023,profit_target,signal_A
2020-08-25,2020-08-26,1,318.5891418457031,321.78,302.66,286.73,0.0788,0.0788,15.8512,0.0518,0.33,-0.0234,0.0978,profit_target,signal_A
2020-08-26,2020-08-28,2,321.7831115722656,324.57,305.69,289.6,0.0821,0.0821,16.0079,0.0564,0.35,-0.0239,0.0984,profit_target,signal_A
2020-08-28,2020-09-01,4,324.5697937011719,326.44,308.34,292.11,0.0779,0.0779,16.1521,0.0445,0.28,-0.0228,0.0974,profit_target,signal_A
2020-09-01,2020-09-02,1,326.4399719238281,331.16,310.12,293.8,0.0916,0.0916,16.2284,0.0616,0.38,-0.0256,0.0999,profit_target,signal_A
2020-09-02,2020-09-03,1,331.1615905761719,319.76,314.6,298.05,0.1254,0.1254,16.4246,-2.3202,-14.13,-0.0319,0.1051,stop_loss,signal_A
2020-09-03,2020-09-08,5,319.7647705078125,308.49,303.78,287.79,0.5552,0.5552,15.4348,-2.1965,-14.23,-0.0904,0.1467,stop_loss,signal_A
2020-09-08,2020-09-09,1,308.4885559082031,314.58,293.06,277.64,0.8745,0.8745,14.5455,0.4551,3.13,-0.123,0.1702,profit_target,signal_A
2020-09-09,2020-09-23,14,314.5803527832031,299.9,298.85,283.12,0.9977,0.9977,14.7323,-2.8202,-19.14,-0.1318,0.1769,stop_loss,signal_A
2020-09-23,2020-09-28,5,299.8984069824219,310.63,284.9,269.91,1.3568,1.3568,13.6332,1.0251,7.52,-0.1633,0.2031,profit_target,signal_A
2020-09-28,2020-10-05,7,310.63427734375,315.81,295.1,279.57,1.5296,1.5296,14.0004,0.8029,5.73,-0.1717,0.2107,profit_target,signal_A
2020-10-05,2020-10-12,7,315.8117370605469,327.59,300.02,284.23,1.7116,1.7116,14.0784,1.2806,9.1,-0.1817,0.2203,profit_target,signal_A
2020-10-12,2020-10-28,16,327.5886535644531,303.64,311.21,294.83,1.9854,1.9854,14.3946,-5.7012,-39.61,-0.1939,0.2328,stop_loss,signal_A
2020-10-28,2020-11-03,6,303.6351318359375,312.34,288.45,273.27,1.42,1.42,13.76,1.0091,7.33,-0.1665,0.206,profit_target,signal_A
2020-11-03,2020-11-04,1,312.3446350097656,319.33,296.73,281.11,1.5392,1.5392,14.0808,0.8414,5.98,-0.1718,0.2107,profit_target,signal_A
2020-11-04,2020-11-09,5,319.32525634765625,329.57,303.36,287.39,1.5098,1.5098,14.4602,1.13,7.81,-0.1676,0.2069,profit_target,signal_A
2020-11-09,2020-11-16,7,329.5685119628906,337.01,313.09,296.61,1.5609,1.5609,14.9191,1.0831,7.26,-0.1678,0.2071,profit_target,signal_A
2020-11-16,2020-11-27,11,337.0139465332031,338.04,320.16,303.31,1.5746,1.5746,15.2754,0.8778,5.75,-0.1664,0.2059,profit_target,signal_A
2020-11-27,2020-12-04,7,338.0364074707031,343.78,321.13,304.23,1.4329,1.4329,15.4671,0.9455,6.11,-0.1571,0.1976,profit_target,signal_A
2020-12-04,2020-12-10,6,343.78082275390625,340.88,326.59,309.4,1.3916,1.3916,15.7984,0.702,4.44,-0.1528,0.1939,profit_target,signal_A
2020-12-10,2020-12-15,5,340.8807373046875,343.54,323.84,306.79,0.6292,0.6292,16.4208,0.362,2.2,-0.094,0.1492,profit_target,signal_A
2020-12-15,2020-12-17,2,343.5390930175781,346.0,326.36,309.19,0.5846,0.5846,16.5854,0.3941,2.38,-0.0892,0.1459,profit_target,signal_A
2020-12-17,2020-12-24,7,346.0023498535156,344.45,328.7,311.4,0.3535,0.3535,16.9465,0.1887,1.11,-0.0638,0.1284,profit_target,signal_A
2020-12-24,2020-12-28,4,344.45281982421875,347.41,327.23,310.01,0.2114,0.2114,17.0086,0.15,0.88,-0.045,0.1151,profit_target,signal_A
2020-12-28,2020-12-31,3,347.4118957519531,349.01,330.04,312.67,0.1858,0.1858,17.1842,0.1388,0.81,-0.0408,0.112,profit_target,signal_A
2020-12-31,2021-01-07,7,349.0081787109375,353.88,331.56,314.11,0.1001,0.1001,17.3499,0.0839,0.48,-0.0261,0.1002,profit_target,signal_A
2021-01-07,2021-01-08,1,353.880859375,355.9,336.19,318.49,0.1485,0.1485,17.5515,0.0981,0.56,-0.0344,0.1071,profit_target,signal_A
2021-01-08,2021-01-20,12,355.8972473144531,358.35,338.1,320.31,0.0965,0.0965,17.6935,0.0826,0.47,-0.025,0.0993,profit_target,signal_A
2021-01-20,2021-01-25,5,358.35223388671875,358.82,340.43,322.52,0.1484,0.1484,17.7616,0.0842,0.47,-0.034,0.1068,profit_target,signal_A
2021-01-25,2021-01-27,2,358.8189392089844,349.5,340.88,322.94,0.1205,0.1205,17.8195,-1.2847,-7.21,-0.0292,0.1029,stop_loss,signal_A
2021-01-27,2021-02-02,6,349.5028381347656,356.17,332.03,314.55,0.3571,0.3571,17.1229,0.2132,1.25,-0.0638,0.1284,profit_target,signal_A
2021-02-02,2021-02-04,2,356.1678466796875,360.5,338.36,320.55,0.679,0.679,17.131,0.3438,2.01,-0.0959,0.1506,profit_target,signal_A
2021-02-04,2021-02-08,4,360.4991760253906,364.53,342.47,324.45,0.7093,0.7093,17.3107,0.3981,2.3,-0.0979,0.152,profit_target,signal_A
2021-02-08,2021-02-16,8,364.5318908691406,366.2,346.31,328.08,0.7277,0.7277,17.5023,0.4146,2.37,-0.0988,0.1525,profit_target,signal_A
2021-02-16,2021-02-24,8,366.2027893066406,365.71,347.89,329.58,0.7085,0.7085,17.6015,0.3684,2.09,-0.0968,0.1512,profit_target,signal_A
2021-02-24,2021-02-25,1,365.7080078125,356.9,347.42,329.14,0.5563,0.5563,17.7237,-1.5829,-8.93,-0.083,0.1416,stop_loss,signal_A
2021-02-25,2021-03-01,4,356.8959655761719,363.66,339.05,321.21,0.8308,0.8308,17.0092,0.4518,2.66,-0.1089,0.1598,profit_target,signal_A
2021-03-01,2021-03-11,10,363.6636962890625,367.35,345.48,327.3,1.104,1.104,17.076,0.7311,4.28,-0.1283,0.1742,profit_target,signal_A
2021-03-11,2021-03-15,4,367.3509216308594,370.04,348.98,330.62,1.1564,1.1564,17.2036,0.6352,3.69,-0.1312,0.1765,profit_target,signal_A
2021-03-15,2021-03-26,11,370.0393371582031,370.85,351.54,333.04,0.922,0.922,17.578,0.499,2.84,-0.1136,0.1632,profit_target,signal_A
2021-03-26,2021-04-01,6,370.8485107421875,375.18,352.31,333.76,0.9954,0.9954,17.5546,0.5738,3.27,-0.119,0.1671,profit_target,signal_A
2021-04-01,2021-04-05,4,375.1847229003906,380.57,356.43,337.67,1.0445,1.0445,17.7155,0.5599,3.16,-0.1217,0.1691,profit_target,signal_A
2021-04-05,2021-04-09,4,380.5698547363281,385.37,361.54,342.51,1.1363,1.1363,17.8937,0.8485,4.74,-0.127,0.1732,profit_target,signal_A
2021-04-09,2021-04-13,4,385.374267578125,386.66,366.11,346.84,0.7418,0.7418,18.5282,0.4394,2.37,-0.0965,0.151,profit_target,signal_A
2021-04-13,2021-04-15,2,386.6572570800781,389.48,367.32,347.99,0.49,0.49,18.84,0.2923,1.55,-0.0736,0.1352,profit_target,signal_A
2021-04-15,2021-04-19,4,389.4762878417969,388.86,370.0,350.53,0.3749,0.3749,19.0951,0.2087,1.09,-0.0613,0.1266,profit_target,signal_A
2021-04-19,2021-04-26,7,388.8581848144531,391.11,369.42,349.97,0.2051,0.2051,19.2449,0.1322,0.69,-0.0404,0.1117,profit_target,signal_A
2021-04-26,2021-04-29,3,391.1058044433594,393.4,371.55,352.0,0.2369,0.2369,19.3131,0.1211,0.63,-0.0446,0.1148,profit_target,signal_A
2021-04-29,2021-05-06,7,393.400390625,392.47,373.73,354.06,0.2387,0.2387,19.4313,0.1604,0.83,-0.0446,0.1148,profit_target,signal_A
2021-05-06,2021-05-07,1,392.47314453125,395.33,372.85,353.23,0.1287,0.1287,19.4913,0.0666,0.34,-0.0287,0.1025,profit_target,signal_A
2021-05-07,2021-05-11,4,395.3296813964844,387.92,375.56,355.8,0.1334,0.1334,19.6266,-0.384,-1.96,-0.0293,0.103,stop_loss,signal_A
2021-05-11,2021-05-12,1,387.9216003417969,379.68,368.53,349.13,0.1529,0.1529,19.2471,-0.9975,-5.18,-0.0328,0.1058,stop_loss,signal_A
2021-05-12,2021-05-13,1,379.6801452636719,384.24,360.7,341.71,0.3411,0.3411,18.6489,0.1759,0.94,-0.0585,0.1247,profit_target,signal_A
2021-05-13,2021-05-14,1,384.2410278320313,390.14,365.03,345.82,0.3937,0.3937,18.8163,0.2383,1.27,-0.0639,0.1285,profit_target,signal_A
2021-05-14,2021-05-24,10,390.1412048339844,392.57,370.63,351.13,0.4482,0.4482,19.0518,0.3225,1.69,-0.069,0.132,profit_target,signal_A
2021-05-24,2021-06-01,8,392.5668029785156,393.04,372.94,353.31,0.483,0.483,19.147,0.2874,1.5,-0.0722,0.1342,profit_target,signal_A
2021-06-01,2021-06-04,3,393.03509521484375,395.78,373.38,353.73,0.4128,0.4128,19.2372,0.2436,1.27,-0.065,0.1292,profit_target,signal_A
2021-06-04,2021-06-10,6,395.7791442871094,396.72,375.99,356.2,0.35,0.35,19.44,0.1922,0.99,-0.0579,0.1243,profit_target,signal_A
2021-06-10,2021-06-14,4,396.7249755859375,398.27,376.89,357.05,0.3144,0.3144,19.5256,0.1647,0.84,-0.0537,0.1213,profit_target,signal_A
2021-06-14,2021-06-18,4,398.270263671875,389.86,378.36,358.44,0.2812,0.2812,19.6388,-0.7093,-3.61,-0.0496,0.1184,stop_loss,signal_A
2021-06-18,2021-06-21,3,389.85784912109375,395.44,370.36,350.87,0.327,0.327,19.163,0.2107,1.1,-0.0558,0.1229,profit_target,signal_A
2021-06-21,2021-06-24,3,395.4390869140625,399.42,375.67,355.9,0.4002,0.4002,19.3698,0.3623,1.87,-0.0634,0.1281,profit_target,signal_A
2021-06-24,2021-06-25,1,399.42291259765625,400.84,379.45,359.48,0.1362,0.1362,19.8338,0.0687,0.35,-0.0296,0.1032,profit_target,signal_A
2021-06-25,2021-06-28,3,400.84173583984375,401.65,380.8,360.76,0.105,0.105,19.935,0.0738,0.37,-0.0244,0.0988,profit_target,signal_A
2021-06-28,2021-06-30,2,401.64984130859375,402.2,381.57,361.48,0.0558,0.0558,20.0342,0.0327,0.16,-0.0151,0.0897,profit_target,signal_A
2021-06-30,2021-07-01,1,402.2041320800781,404.43,382.09,361.98,0.035,0.035,20.075,0.0197,0.1,-0.0105,0.0842,profit_target,signal_A
2021-07-01,2021-07-02,1,404.4309692382813,407.52,384.21,363.99,0.035,0.035,20.185,0.0263,0.13,-0.0105,0.0841,profit_target,signal_A
2021-07-02,2021-07-07,5,407.522216796875,408.22,387.15,366.77,0.028,0.028,20.352,0.021,0.1,-0.0087,0.0817,profit_target,signal_A
2021-07-07,2021-07-08,1,408.2175598144531,404.89,387.81,367.4,0.0193,0.0193,20.3907,-0.0522,-0.26,-0.0065,0.0781,stop_loss,signal_A
2021-07-08,2021-07-09,1,404.8914184570313,409.21,384.65,364.4,0.0293,0.0293,20.2207,0.0189,0.09,-0.0091,0.0822,profit_target,signal_A
2021-07-09,2021-07-12,3,409.2135314941406,410.68,388.75,368.29,0.0445,0.0445,20.4155,0.0243,0.12,-0.0125,0.0867,profit_target,signal_A
2021-07-12,2021-07-16,4,410.6793212890625,405.29,390.15,369.61,0.0455,0.0455,20.4945,-0.1316,-0.64,-0.0127,0.0869,stop_loss,signal_A
2021-07-16,2021-07-19,3,405.2860412597656,399.3,385.02,364.76,0.0655,0.0655,20.1945,-0.2567,-1.27,-0.017,0.0917,stop_loss,signal_A
2021-07-19,2021-07-20,1,399.30084228515625,405.02,379.34,359.37,0.1096,0.1096,19.8604,0.0661,0.33,-0.0252,0.0995,profit_target,signal_A
2021-07-20,2021-07-22,2,405.02294921875,409.16,384.77,364.52,0.1716,0.1716,20.0784,0.1066,0.53,-0.0346,0.1073,profit_target,signal_A
2021-07-22,2021-07-23,1,409.1571960449219,413.37,388.7,368.24,0.1897,0.1897,20.2703,0.1036,0.51,-0.0369,0.109,profit_target,signal_A
2021-07-23,2021-07-29,6,413.3665771484375,414.03,392.7,372.03,0.2184,0.2184,20.4516,0.1129,0.55,-0.0405,0.1118,profit_target,signal_A
2021-07-29,2021-08-03,5,414.03369140625,414.5,393.33,372.63,0.2133,0.2133,20.4867,0.1554,0.76,-0.0398,0.1112,profit_target,signal_A
2021-08-03,2021-08-09,6,414.5034790039063,415.42,393.78,373.05,0.1105,0.1105,20.6195,0.0621,0.3,-0.0247,0.099,profit_target,signal_A
2021-08-09,2021-08-12,3,415.4242858886719,418.22,394.65,373.88,0.1172,0.1172,20.6528,0.0726,0.35,-0.0257,0.1,profit_target,signal_A
2021-08-12,2021-08-16,4,418.2242431640625,419.97,397.31,376.4,0.119,0.119,20.791,0.0763,0.37,-0.0259,0.1001,profit_target,signal_A
2021-08-16,2021-08-18,2,419.9718933105469,412.65,398.97,377.97,0.1017,0.1017,20.8983,-0.4424,-2.12,-0.023,0.0975,stop_loss,signal_A
2021-08-18,2021-08-20,2,412.6524658203125,416.58,392.02,371.39,0.1555,0.1555,20.4745,0.1187,0.58,-0.0318,0.105,profit_target,signal_A
2021-08-20,2021-08-23,3,416.5799560546875,420.24,395.75,374.92,0.117,0.117,20.713,0.0744,0.36,-0.0256,0.0999,profit_target,signal_A
2021-08-23,2021-08-27,4,420.2444152832031,423.05,399.23,378.22,0.1363,0.1363,20.8737,0.0907,0.43,-0.0285,0.1023,profit_target,signal_A
2021-08-27,2021-08-30,3,423.05377197265625,424.91,401.9,380.75,0.1339,0.1339,21.0161,0.1093,0.52,-0.028,0.1019,profit_target,signal_A
2021-08-30,2021-09-01,2,424.9142456054688,424.51,403.67,382.42,0.059,0.059,21.191,0.037,0.17,-0.0151,0.0897,profit_target,signal_A
2021-09-01,2021-09-03,2,424.51019287109375,425.71,403.28,382.06,0.0249,0.0249,21.1951,0.0174,0.08,-0.0077,0.0801,profit_target,signal_A
2021-09-03,2021-09-10,7,425.71282958984375,418.53,404.43,383.14,0.0154,0.0154,21.2746,-0.0849,-0.4,-0.0052,0.0758,stop_loss,signal_A
2021-09-10,2021-09-13,3,418.5343933105469,419.61,397.61,376.68,0.0243,0.0243,20.9057,0.0147,0.07,-0.0076,0.08,profit_target,signal_A
2021-09-13,2021-09-20,7,419.60546875,409.13,398.63,377.64,0.0212,0.0212,20.9688,-0.5101,-2.43,-0.0068,0.0787,stop_loss,signal_A
2021-09-20,2021-09-22,2,409.1295166015625,412.73,388.67,368.22,0.0889,0.0889,20.3611,0.0484,0.24,-0.0212,0.0959,profit_target,signal_A
2021-09-22,2021-09-23,1,412.7302551269531,417.74,392.09,371.46,0.1186,0.1186,20.5114,0.0673,0.33,-0.0261,0.1003,profit_target,signal_A
2021-09-23,2021-09-28,5,417.744873046875,408.83,396.86,375.97,0.168,0.168,20.722,-0.7893,-3.81,-0.0333,0.1062,stop_loss,signal_A
2021-09-28,2021-10-07,9,408.8278198242188,413.48,388.39,367.95,0.3189,0.3189,20.1211,0.2244,1.12,-0.0531,0.1209,profit_target,signal_A
2021-10-07,2021-10-14,7,413.4844055175781,417.1,392.81,372.14,0.4933,0.4933,20.1767,0.2894,1.43,-0.0707,0.1332,profit_target,signal_A
2021-10-14,2021-10-18,4,417.10394287109375,421.52,396.25,375.39,0.6109,0.6109,20.2491,0.3474,1.72,-0.0809,0.1402,profit_target,signal_A
2021-10-18,2021-10-20,2,421.5247497558594,426.45,400.45,379.37,0.6511,0.6511,20.4289,0.3354,1.64,-0.0838,0.1421,profit_target,signal_A
2021-10-20,2021-10-25,5,426.4451904296875,429.4,405.12,383.8,0.6917,0.6917,20.6283,0.3832,1.86,-0.0865,0.144,profit_target,signal_A
2021-10-25,2021-10-29,4,429.4049682617188,432.89,407.93,386.46,0.6598,0.6598,20.8102,0.3825,1.84,-0.0835,0.142,profit_target,signal_A
2021-10-29,2021-11-02,4,432.8926696777344,435.39,411.25,389.6,0.6037,0.6037,21.0463,0.3933,1.87,-0.0784,0.1384,profit_target,signal_A
2021-11-02,2021-11-04,2,435.39056396484375,440.11,413.62,391.85,0.4261,0.4261,21.3439,0.2855,1.34,-0.062,0.1271,profit_target,signal_A
2021-11-04,2021-11-09,5,440.1129150390625,440.56,418.11,396.1,0.3619,0.3619,21.6481,0.2795,1.29,-0.0551,0.1223,profit_target,signal_A
2021-11-09,2021-11-12,3,440.5560302734375,440.45,418.53,396.5,0.1495,0.1495,21.8805,0.0769,0.35,-0.0295,0.1031,profit_target,signal_A
2021-11-12,2021-11-15,3,440.452392578125,440.6,418.43,396.41,0.0962,0.0962,21.9238,0.0703,0.32,-0.0213,0.0959,profit_target,signal_A
2021-11-15,2021-11-16,1,440.6032409667969,442.35,418.57,396.54,0.0391,0.0391,21.9909,0.0237,0.11,-0.0107,0.0844,profit_target,signal_A
2021-11-16,2021-11-22,6,442.3469848632813,440.74,420.23,398.11,0.0297,0.0297,22.0903,0.0164,0.07,-0.0086,0.0815,profit_target,signal_A
2021-11-22,2021-11-24,2,440.7350769042969,442.5,418.7,396.66,0.0184,0.0184,22.0216,0.0121,0.05,-0.0059,0.077,profit_target,signal_A
2021-11-24,2021-11-26,2,442.497802734375,432.63,420.37,398.25,0.0157,0.0157,22.1043,-0.5603,-2.53,-0.0051,0.0756,stop_loss,signal_A
2021-11-26,2021-11-29,3,432.6287231445313,437.94,411.0,389.37,0.0878,0.0878,21.5422,0.0658,0.31,-0.0201,0.0949,profit_target,signal_A
2021-11-29,2021-11-30,1,437.9355773925781,429.41,416.04,394.14,0.1123,0.1123,21.7877,-0.8311,-3.81,-0.024,0.0984,stop_loss,signal_A
2021-11-30,2021-12-07,7,429.4144592285156,441.4,407.94,386.47,0.2688,0.2688,21.2012,0.2061,0.97,-0.0456,0.1156,profit_target,signal_A
2021-12-07,2021-12-22,15,441.4043884277344,442.4,419.33,397.26,0.7245,0.7245,21.3455,0.3682,1.72,-0.0871,0.1445,profit_target,signal_A
2021-12-22,2021-12-27,5,442.3970336914063,451.45,420.28,398.16,1.3096,1.3096,20.8104,0.8873,4.26,-0.1264,0.1727,profit_target,signal_A
2021-12-27,2022-01-12,16,451.4494934082031,445.55,428.88,406.3,1.4139,1.4139,21.1661,0.7693,3.63,-0.1308,0.1761,profit_target,signal_A
2022-01-12,2022-01-19,7,445.5469665527344,427.32,423.27,400.99,1.0379,1.0379,21.2421,-3.1446,-14.8,-0.1089,0.1598,stop_loss,signal_A
2022-01-19,2022-01-25,6,427.319091796875,410.97,405.95,384.59,1.0448,1.0448,20.3152,-2.6413,-13.0,-0.1122,0.1622,stop_loss,signal_A
2022-01-28,2022-01-31,3,418.0491027832031,425.58,397.15,376.24,1.1719,1.1719,19.7381,0.6274,3.18,-0.1222,0.1695,profit_target,signal_A
2022-01-31,2022-02-02,2,425.5785827636719,432.62,404.3,383.02,1.3647,1.3647,19.9153,0.7507,3.77,-0.1327,0.1776,profit_target,signal_A
2022-02-02,2022-02-11,9,432.6163024902344,416.64,410.99,389.35,1.3581,1.3581,20.2819,-2.8428,-14.02,-0.131,0.1762,stop_loss,signal_A
2022-02-15,2022-02-23,8,421.97467041015625,399.13,400.88,379.78,1.8379,1.8379,19.2621,-5.0178,-26.05,-0.1597,0.1998,stop_loss,signal_A
2022-03-18,2022-03-25,7,421.786376953125,429.54,400.7,379.61,2.7491,2.7491,18.3409,1.5183,8.28,-0.2023,0.2419,profit_target,signal_A
2022-03-25,2022-03-29,4,429.53851318359375,437.95,408.06,386.58,2.7637,2.7637,18.7163,1.4255,7.62,-0.2008,0.2402,profit_target,signal_A
2022-03-29,2022-04-22,24,437.94537353515625,404.25,416.05,394.15,2.6992,2.6992,19.2008,-8.67,-45.15,-0.1958,0.2348,stop_loss,signal_A
2022-08-16,2022-08-22,6,409.4855041503906,393.9,389.01,368.54,1.2964,1.2964,19.1736,-3.0039,-15.67,-0.1317,0.1768,stop_loss,signal_A
2022-11-30,2022-12-30,30,390.0973510742188,367.62,370.59,351.09,2.8501,2.8501,16.6499,-0.1232,-0.74,-0.216,0.2581,expiry,signal_A
2023-01-11,2023-01-17,6,380.1996765136719,382.36,361.19,342.18,1.6781,1.6781,17.3319,0.9536,5.5,-0.1609,0.2009,profit_target,signal_A
2023-01-17,2023-01-26,9,382.3624877929688,389.07,363.24,344.13,1.2585,1.2585,17.8515,0.9355,5.24,-0.1348,0.1793,profit_target,signal_A
2023-01-26,2023-02-01,6,389.0721740722656,394.89,369.62,350.16,1.3028,1.3028,18.1572,0.9448,5.2,-0.1363,0.1804,profit_target,signal_A
2023-02-01,2023-02-07,6,394.8877868652344,399.11,375.14,355.4,1.0683,1.0683,18.6717,0.633,3.39,-0.1195,0.1676,profit_target,signal_A
2023-02-07,2023-02-24,17,399.1077575683594,381.03,379.15,359.2,1.0484,1.0484,18.9016,-2.3482,-12.42,-0.1174,0.166,stop_loss,signal_A
2023-02-24,2023-03-03,7,381.0263671875,388.53,361.98,342.92,0.9501,0.9501,18.1099,0.7444,4.11,-0.1136,0.1632,profit_target,signal_A
2023-03-03,2023-03-10,7,388.5338439941406,370.96,369.11,349.68,0.9505,0.9505,18.4795,-3.3742,-18.26,-0.1123,0.1622,stop_loss,signal_A
2023-03-14,2023-03-20,6,376.5564575195313,379.93,357.73,338.9,1.0828,1.0828,17.7472,0.6056,3.41,-0.1241,0.171,profit_target,signal_A
2023-03-20,2023-03-28,8,379.93310546875,381.73,360.94,341.94,1.0353,1.0353,17.9647,0.5295,2.95,-0.1201,0.1679,profit_target,signal_A
2023-03-28,2023-03-30,2,381.7279052734375,389.54,362.64,343.56,1.0342,1.0342,18.0458,0.5924,3.28,-0.1197,0.1677,profit_target,signal_A
2023-03-30,2023-04-03,4,389.54388427734375,396.54,370.07,350.59,1.1874,1.1874,18.2926,0.7446,4.07,-0.1287,0.1744,profit_target,signal_A
2023-04-03,2023-04-13,10,396.5396728515625,398.97,376.71,356.89,1.2186,1.2186,18.6014,0.8518,4.58,-0.1293,0.175,profit_target,signal_A
2023-04-13,2023-04-19,6,398.9712829589844,399.62,379.02,359.07,1.0089,1.0089,18.9411,0.542,2.86,-0.1146,0.164,profit_target,signal_A
2023-04-19,2023-04-28,9,399.6177978515625,401.35,379.64,359.66,0.7489,0.7489,19.2311,0.5609,2.92,-0.0949,0.1498,profit_target,signal_A
2023-04-28,2023-05-11,13,401.3450012207031,397.68,381.28,361.21,0.5303,0.5303,19.5397,0.2943,1.51,-0.0757,0.1365,profit_target,signal_A
2023-05-11,2023-05-15,4,397.6782836914063,398.53,377.79,357.91,0.3887,0.3887,19.4913,0.2012,1.03,-0.0619,0.1271,profit_target,signal_A
2023-05-15,2023-05-18,3,398.52740478515625,404.53,378.6,358.67,0.3025,0.3025,19.6275,0.1933,0.99,-0.0521,0.1202,profit_target,signal_A
2023-05-18,2023-05-30,12,404.5293273925781,405.45,384.3,364.08,0.4006,0.4006,19.8194,0.2617,1.32,-0.0625,0.1275,profit_target,signal_A
2023-05-30,2023-06-02,3,405.4459533691406,412.91,385.17,364.9,0.5055,0.5055,19.7645,0.3318,1.68,-0.0728,0.1346,profit_target,signal_A
2023-06-02,2023-06-08,6,412.9146423339844,414.08,392.27,371.62,0.646,0.646,20.004,0.3811,1.91,-0.0845,0.1426,profit_target,signal_A
2023-06-08,2023-06-12,4,414.0821838378906,418.59,393.38,372.67,0.5,0.5,20.21,0.3889,1.92,-0.0713,0.1335,profit_target,signal_A
2023-06-12,2023-06-14,2,418.58837890625,421.85,397.66,376.73,0.3507,0.3507,20.5793,0.218,1.06,-0.0558,0.1228,profit_target,signal_A
2023-06-14,2023-06-15,1,421.8498840332031,427.08,400.76,379.66,0.2836,0.2836,20.8164,0.1789,0.86,-0.0479,0.1172,profit_target,signal_A
2023-06-15,2023-06-29,14,427.0798034667969,424.32,405.73,384.37,0.2928,0.2928,21.0672,0.2098,1.0,-0.0486,0.1177,profit_target,signal_A
2023-06-29,2023-06-30,1,424.3175964355469,429.32,403.1,381.89,0.2296,0.2296,20.9804,0.1499,0.71,-0.0412,0.1123,profit_target,signal_A
2023-06-30,2023-07-11,11,429.3248291015625,428.53,407.86,386.39,0.2298,0.2298,21.2402,0.1844,0.87,-0.0409,0.112,profit_target,signal_A
2023-07-11,2023-07-12,1,428.5306091308594,431.98,407.1,385.68,0.1427,0.1427,21.2773,0.0945,0.44,-0.0291,0.1028,profit_target,signal_A
2023-07-12,2023-07-13,1,431.978515625,435.41,410.38,388.78,0.1175,0.1175,21.4825,0.0635,0.3,-0.0251,0.0994,profit_target,signal_A
2023-07-13,2023-07-17,4,435.4071350097656,436.65,413.64,391.87,0.1278,0.1278,21.6422,0.0818,0.38,-0.0265,0.1006,profit_target,signal_A
2023-07-17,2023-07-18,1,436.6468200683594,439.89,414.81,392.98,0.096,0.096,21.734,0.0713,0.33,-0.0214,0.0961,profit_target,signal_A
2023-07-18,2023-07-25,7,439.891357421875,441.1,417.9,395.9,0.0649,0.0649,21.9351,0.0443,0.2,-0.0158,0.0904,profit_target,signal_A
2023-07-25,2023-07-31,6,441.10198974609375,443.38,419.05,396.99,0.071,0.071,21.989,0.0575,0.26,-0.0169,0.0916,profit_target,signal_A
2023-07-31,2023-08-02,2,443.3780212402344,435.96,421.21,399.04,0.0579,0.0579,22.1121,-0.3493,-1.58,-0.0144,0.0889,stop_loss,signal_A
2023-08-02,2023-08-07,5,435.9591674804688,436.52,414.16,392.36,0.1054,0.1054,21.6946,0.0547,0.25,-0.0229,0.0975,profit_target,signal_A
2023-08-07,2023-08-16,9,436.52093505859375,425.8,414.69,392.87,0.1005,0.1005,21.7195,-0.414,-1.91,-0.0221,0.0967,stop_loss,signal_A
2023-08-16,2023-08-23,7,425.7994689941406,429.08,404.51,383.22,0.1112,0.1112,21.1788,0.0866,0.41,-0.0243,0.0987,profit_target,signal_A
2023-08-23,2023-08-24,1,429.0826721191406,423.14,407.63,386.17,0.1287,0.1287,21.3313,-0.3315,-1.55,-0.0269,0.101,stop_loss,signal_A
2023-08-24,2023-08-28,4,423.1360473632813,428.82,401.98,380.82,0.1633,0.1633,20.9967,0.1239,0.59,-0.0323,0.1055,profit_target,signal_A
2023-08-28,2023-08-29,1,428.8211975097656,435.02,407.38,385.94,0.2007,0.2007,21.2393,0.1221,0.58,-0.0372,0.1092,profit_target,signal_A
2023-08-29,2023-09-05,7,435.0197448730469,435.1,413.27,391.52,0.27,0.27,21.48,0.1372,0.64,-0.0453,0.1153,profit_target,signal_A
2023-09-05,2023-09-14,9,435.0971374511719,436.18,413.34,391.59,0.2578,0.2578,21.4922,0.1998,0.93,-0.0439,0.1143,profit_target,signal_A
